date,gross_real_return,gross_cons_growth
1959-02-28,1.0109579062397553,1.0006229224411516
1959-03-31,1.00571436382525,1.0180902221035215
1959-04-30,1.037975704918033,0.9817704517570749
1959-05-31,1.0206154266958425,1.0184807553981456
1959-06-30,0.997762130888052,0.9958074219092394
1959-07-31,1.0332284787350057,0.993247983171137
1959-08-31,0.9862179047619046,1.001525294171654
1959-09-30,0.9525118058948054,1.00821529850278
1959-10-31,1.0133797259977257,0.9992750451488477
1959-11-30,1.02031276849642,0.9946087169562763
1959-12-31,1.0277770065075922,1.004162246542396
1960-01-31,0.9350211841390549,0.9964357385736891
1960-02-29,1.0144448970724023,0.9893925342902301
1960-03-31,0.9853802764976959,1.0163173699295078
1960-04-30,0.9786453316092882,1.017764785481483
1960-05-31,1.0343458146930415,0.9709179722539227
1960-06-30,1.0234206480133703,1.0085616910776072
1960-07-31,0.9760739799763161,1.0025345810761046
1960-08-31,1.029428143294484,0.99079410331375
1960-09-30,0.9410440365002685,0.996384087876349
1960-10-31,0.9934469213868494,1.008487858402606
1960-11-30,1.044505804453463,0.998696477646169
1960-12-31,1.0473899061533538,0.9853033898833323
1961-01-31,1.0641837217984962,1.0048685493734337
1961-02-28,1.0366024043074953,1.0060859901137909
1961-03-31,1.0330478230674713,1.011079709815748
1961-04-30,1.0092366983309182,0.9981161184493256
1961-05-31,1.0267367533304685,1.0027101407890602
1961-06-30,0.9728199730965832,1.002476272282421
1961-07-31,1.026840189873418,0.9909863637951827
1961-08-31,1.0265493942318,1.0038014943010605
1961-09-30,0.9809888298728473,1.0049599207987134
1961-10-31,1.0289144491593705,1.0005889440900915
1961-11-30,1.045943817810721,1.0078399370066953
1961-12-31,1.0013294402322954,1.0046414973238167
1962-01-31,0.9621478982122725,0.9998486478698215
1962-02-28,1.0156832745349584,0.9968025400551506
1962-03-31,0.9947746099593928,1.0099083657192807
1962-04-30,0.9340541975374449,0.9959690580913071
1962-05-31,0.9170709260741926,1.0038630150586507
1962-06-30,0.9186180622393326,0.9888965939087042
1962-07-31,1.0686570555108608,1.004257045558508
1962-08-31,1.0208077663671373,1.0032008132019383
1962-09-30,0.9390012372442236,1.008872742785775
1962-10-31,1.0046497376093295,0.9902798033248339
1962-11-30,1.1110766885802141,1.0035193294325306
1962-12-31,1.0147671803592304,1.0014352218681717
1963-01-31,1.0481125807476441,1.001428214563085
1963-02-28,0.9775236125072746,0.9915834699129015
1963-03-31,1.036389952762592,1.0078801105544286
1963-04-30,1.0489919005102042,0.9956865775751438
1963-05-31,1.0186465686534685,0.9989658846886131
1963-06-30,0.9784570076658737,1.0050600698980607
1963-07-31,0.9946981519507188,1.000088934489468
