date,y3,ur,dp
1948.25,0.0025062656641603454,0.03666666666666667,0.02935221201252737
1948.5,0.0025062656641603454,0.03766666666666667,0.008230499136515444
1948.75,0.0028078620136382515,0.03833333333333333,-0.012371291802546718
1949.0,0.0029335807236166023,0.04666666666666667,-0.00833338155914441
1949.25,0.0029335807236166023,0.05866666666666666,0.0
1949.5,0.0025565191237657547,0.067,-0.004192878260035927
1949.75,0.0026319087604962377,0.06966666666666667,-0.008438868645864595
1950.0,0.0026821748176371063,0.064,0.0
1950.25,0.0028832894571892975,0.05566666666666668,0.012631746905900564
1950.5,0.0029084344599337175,0.04633333333333334,0.01659789140903783
1950.75,0.0032857608668388494,0.042333333333333334,0.028399474521697957
1951.0,0.003361260221742768,0.035,0.035367143837291344
1951.25,0.003688555441246466,0.031000000000000003,0.0
1951.5,0.003915269551249878,0.03166666666666667,0.0038535693159899723
1951.75,0.0038648797871807528,0.033666666666666664,0.01904819497069441
1952.0,0.003940466330346615,0.030666666666666672,-0.0037807228399060443
1952.25,0.003940466330346615,0.029666666666666668,0.0037807228399061523
1952.5,0.004545568698359981,0.03233333333333333,0.0037664827954768648
1952.75,0.004369005172500273,0.028333333333333332,0.003752349618550372
1953.0,0.00492412822831878,0.027,-0.0037523496185503527
1953.25,0.005505140645031492,0.025666666666666667,0.007490671729157659
1953.5,0.005126143330987931,0.027333333333333338,0.0037243990909822727
1953.75,0.003461943705785009,0.037,0.0
1954.0,0.0029587282483325428,0.05266666666666667,0.0
1954.25,0.002430894920181448,0.057999999999999996,0.0
1954.5,0.0018032458425165654,0.05966666666666666,-0.003724399090982328
1954.75,0.0024560172422434245,0.05333333333333334,0.0
1955.0,0.003059330959426232,0.04733333333333334,0.0
1955.25,0.0039908636831405,0.044,-0.0037383221106072153
1955.5,0.004016064257028162,0.040999999999999995,0.007462721201589594
1955.75,0.0056062548709052695,0.042333333333333334,0.0
1956.0,0.0060615206619885065,0.04033333333333334,0.0
1956.25,0.006542526421741357,0.042,0.011090686694158138
1956.5,0.005808544343584243,0.04133333333333333,0.007326040092072881
1956.75,0.007302946361118057,0.041333333333333326,0.007272759329079878
1957.0,0.007835924311522025,0.03933333333333334,0.010810916104215456
1957.25,0.0077343612223816915,0.041,0.007142887512380204
1957.5,0.007962906965023775,0.042333333333333334,0.007092228309491837
1957.75,0.009030825891731098,0.04933333333333333,0.007042282625412951
1958.0,0.006137438374081983,0.063,0.013937507843781678
1958.25,0.0028330032341363776,0.07366666666666667,0.0
1958.5,0.0022801874263951305,0.07333333333333333,0.0
1958.75,0.006618516747615599,0.06366666666666668,0.0034542348680876036
1959.0,0.007100055390502957,0.058333333333333334,0.0
1959.25,0.00742979473617944,0.051000000000000004,0.0034423441909729197
1959.5,0.008064516129032251,0.05266666666666667,0.006849341845574768
1959.75,0.010228564212653168,0.056,0.0034071583216141346
1960.0,0.010994565904208331,0.051333333333333335,0.0
1960.25,0.008140736446808017,0.052333333333333336,0.006779686985378769
1960.5,0.00578325370882582,0.05533333333333334,0.0
1960.75,0.00578325370882582,0.06266666666666666,0.0067340321813441194
1961.0,0.005631536604987941,0.06799999999999999,0.0
1961.25,0.005757964345880051,0.07,0.0
1961.5,0.005631536604987941,0.06766666666666667,0.006688988150796489
1961.75,0.00578325370882582,0.062000000000000006,0.0
1962.0,0.00684655658477662,0.056333333333333326,0.006644542718668511
1962.25,0.006871900722430491,0.05533333333333334,0.0
1962.5,0.00735368187770713,0.05566666666666668,0.006600684031352093
1962.75,0.0068972461360319315,0.05533333333333334,0.0
1963.0,0.00732831348057128,0.05766666666666667,0.0032840752011900187
1963.25,0.007302946361118057,0.05733333333333334,0.0032733253449691085
1963.5,0.00801370898644227,0.055,0.0032626456348163694
1963.75,0.008700037826251394,0.05566666666666666,0.0064935293105483115
1964.0,0.008878127522195411,0.05466666666666666,0.0
1964.25,0.00875091418051599,0.05199999999999999,0.00323102058144654
1964.5,0.008725475361880397,0.05,0.003220614700042157
1964.75,0.009005372953611035,0.049666666666666665,0.006410278360919019
1965.0,0.009616598096872764,0.048999999999999995,0.0
1965.25,0.009922488449011446,0.04666666666666666,0.00953902304675891
1965.5,0.009693053311793376,0.04366666666666667,0.0
1965.75,0.010177538702426991,0.041,0.009448889197932289
1966.0,0.011608204142535605,0.03866666666666667,0.009360442759563893
1966.25,0.011684961303050079,0.03833333333333333,0.00619197024792098
1966.5,0.012145748987854255,0.03766666666666667,0.012270092591814401
1966.75,0.013556315722792478,0.037000000000000005,0.003044142381228273
1967.0,0.011940902651285112,0.03833333333333333,0.003034903695154111
1967.25,0.009693053311793376,0.03833333333333333,0.009049835519917856
1967.5,0.010636953940220906,0.03799999999999999,0.008968669982760536
1967.75,0.011531458628363245,0.039,0.011834457647002798
1968.0,0.012658227848101111,0.03733333333333333,0.008784829555732811
1968.25,0.013633368810501256,0.035666666666666666,0.011594332780919446
1968.5,0.01345359649345057,0.035333333333333335,0.011461443519006598
1968.75,0.013556315722792478,0.033999999999999996,0.014144507386164743
1969.0,0.015589295688823501,0.033999999999999996,0.013947227480850552
1969.25,0.015511944959252677,0.034333333333333334,0.013755375068485419
1969.5,0.01781170483460559,0.035666666666666666,0.013568729206068796
1969.75,0.01781170483460559,0.035666666666666666,0.016043124840575684
1970.0,0.02006987478642297,0.041666666666666664,0.015789801732635073
1970.25,0.01654425779562385,0.04766666666666666,0.012970350442627405
1970.5,0.016389277093126653,0.051666666666666666,0.010256500167189282
1970.75,0.014996574386561434,0.058333333333333334,0.01519016549397502
1971.0,0.011224592982101322,0.059333333333333335,0.005012541823544414
1971.25,0.009744029888423267,0.05900000000000001,0.01242251999855711
1971.5,0.013684744044602182,0.060333333333333336,0.00738010729762246
1971.75,0.01127572432623758,0.059333333333333335,0.0073260400920731016
1972.0,0.00852201099288985,0.05766666666666667,0.007272759329079657
1972.25,0.009361830982361541,0.057,0.007220247973487097
1972.5,0.010049997474875116,0.05566666666666666,0.00954661188357991
1972.75,0.011992106461569563,0.05366666666666666,0.009456335242035444
1973.0,0.013710433614638085,0.04933333333333333,0.02095536517598809
